"Publishers","Journals"
"Japan Academy of Nursing Science",1
"Japan Antibiotics Research Association",1
"Japan Association for Quaternary Research",1
"Japan Association of International Relations (????????)",1
"Japan Association of Mineralogical Sciences",1
"Japan Association of Simulation and Gaming (JASAG)",1
"Japan Biliary Association",1
"Japan Diabetes Society",1
"Japan Epidemiological Association",1
"Japan Esophageal Society",1
"Japan Ethological Society",1
"Japan Fracture Society",1
"Japan Geoscience Union",1
"Japan Geriatrics Society",1
"Japan Health Physics Society",1
"Japan Society for Bioscience, Biotechnology, and Agrochemistry",1
"Japan Society for Endoscopic Surgery",1
"Japan Society of Medical Physics",1
"Japan Sociological Society",1
"Japan Welding Society",1
"Japanese Association for Acute Medicine",1
"Japanese Biochemical Society",1
"Japanese Group Dynamics Association",1
"Japanese Society for Bacteriology (??????)",1
"Japanese Society for Host Defense Research (????????)",1
"Japanese Society for Immunology (JSI) (??????)",1
"Japanese Society for Neuroimmunology",1
"Japanese Society for Virology (????????)",1
"Japanese Society of Plant Physiologists",1
"Japanese Society of Radiological Technology",1
"Jardim Botanico",1
"Johann Heinrich von Thünen-Institut",1
"Johnson Matthey",1
"Joint Implant Surgery and Research Foundation",1
"Joint Research Group for the Study of Post-Mediæval Scholasticism",1
"Jordan Publishing",1
"Josef Pilsudski University of Physical Education in Warsaw",1
"Journal for Deradicalization",1
"Journal for the Psychology of Language Learning",1
"Journal of Applied Learning &amp; Teaching",1
"Journal of Applied Pharmaceutical Science",1
"Journal of Bone and Joint Surgery, Inc",1
"Journal of Classroom Interaction",1
"Journal of Ecological Anthropology",1
"Journal of Hebrew Scriptures",1
"Journal of Horticultural Science and Biotechnology",1
"Journal of Ideas in Health",1
"Journal of Information Systems Education",1
"Journal of Innovative Biology",1
"Journal of Insect Science",1
"Journal of Latin Cosmopolitanism and European Literatures",1
"Journal of Machine Learning Research",1
"Journal of Maps",1
"Journal of Natural Products",1
"Journal of Orthopaedic and Sports Physical Therapy",1
"Journal of Philosophy",1
"Journal of Pure and Applied Microbiology",1
"Journal of Reliability and Statistical Studies",1
"Journal of Rheumatology",1
"Journal of Roman Archaeology",1
"Journal of Social History",1
"Journal of Southern Religion",1
"Journal of the Dow University of Health Sciences",1
"Journal of the Northern Renaissance",1
"Journal of Construction Materials",1
"Jules Verne Forum",1
"Juliusz Schauder Centre for Nonlinear Studies",1
"Just Medical Media",1
"KAD International",1
"KIT Scientific Publishing",1
"KT Press",1
"Kairali Society of Oral and Maxillofacial Pathologists",1
"Kairos",1
"Kaizen Publications",1
"Kansanvalistusseura (KVS)",1
"Kaplan Singapore",1
"Kerala Orthopaedic Association",1
"Kharkiv State Academy of Physical Culture",1
"Kiel Institute for the World Economy",1
"Koninklijk Nederlands Historisch Genootschap (KNHG)",1
"Konkoly Observatory",1
"Korea Health Personnel Licensing Examination Institute",1
"Korea Institute for International Economic Policy (KIEP)",1
"Korea Institute of Science and Technology Information (KISTI)",1
"Korean Academy of Child and Adolescent Psychiatry",1
"Korean Academy of Marketing Science",1
"Korean Academy of Medical Sciences",1
"Korean Association for the Study of Intestinal Diseases",1
"Korean Endourology Society",1
"Korean Pediatric Society",1
"Korean Pharmacopuncture Institute",1
"Korean Society for Legal Medicine",1
"Korean Society of Epidemiology",1
"Korean Society of Food Science and Nutrition (?????????)",1
"Korean Society of Oral and Maxillofacial Pathology",1
"Korean Society of Toxicological Pathology",1
"Korean Society of Veterinary Pathology",1
"Kotikielen Seura",1
"Koulutuksen tutkimuslaitos",1
"Koya University",1
"Kulturní studia",1
"Kunming Institute of Botany",1
"Kunnallistieteen yhdistys",1
"Kuratorium fur Technik und Bauwesen in der Landwirtschaft (KTBL)",1
"Közgazdaság- és Gazdaságtudományi Kar",1
"Központi Statisztikai Hivatal",1
"LIBER (Ligue des Bibliothèques Européennes de Recherche ? Association of European Research Libraries)",1
"LSE Press",1
"La Ponte-Ecomuséu",1
"Laboratoire Mosaïques",1
"Laboratorio Sulle Transformazioni Sociali",1
"Laboratório de Avaliação Psicológica e Psicometria (PsyAssessmentLab)",1
"Laekartidningen Foerlag",1
"Landslaget for lokalhistorie",1
"Language Learning Research Club",1
"Laser Institute of America",1
"Latin American Studies Association (LASA)",1
"Laurenti Verlag",1
"Law Review Association",1
"Law Review Society",1
"Law Student Division",1
"Law and Courts Organized Section",1
"Leeds Medical Information",1
"Left Coast Press",1
"Leibniz-Zentrum für Agrarlandschaftsforschung (ZALF)",1
"Leiden University Press",1
"Leonardo/ International Society for the Arts, Sciences and Technology (Leonardo/ISAST)",1
"Lepra",1
"Ler História - Associação de Actividade Científica",1
"Librairie Droz",1
"Library Leadership and Management Association",1
"Library Student Journal",1
"Library and Information Research Group",1
"Library and Information Technology Services",1
"Lietuvos biologines psichiatrijos draugijos (Lithuanian Society of Biological Psychiatry)",1
"Life Science Alliance",1
"Lindbergia",1
"Literacy Institute",1
"Literary Dictionary Company",1
"Literary Geographies",1
"Litinfinite Journal",1
"Little Bay Publishers",1
"Lodz University Press",1
"Logical Methods in Computer Science",1
"London Academy of Science and Business",1
"London School of Hygiene and Tropical Medicine",1
"Ludovit Stur Institute of Linguistics",1
"Ludovít Štúr Institute of Linguistics",1
"LumiText Publishing",1
"MEPTIC",1
"MTA KRTK Regionális Kutatások Intézete",1
"MTA-DE Közszolgáltatási Kutatócsoport",1
"MTA-DE Public Service Research Group",1
"Maanmittaustieteiden seura ry",1
"Macedonian Academy of Sciences and Arts (MASA)",1
"Maftree",1
"Maghreb Review",1
"Magyar Bankszövetség",1
"Magyar Kommunikációtudományi Társaság (Hungarian Communication Studies Association)",1
"Magyar Külügyi Intézet",1
"Magyar Természettudományi Múzeum",1
"Magyar Tudományos Akadémia Gazdaság- és Jogtudományok Osztályának",1
"Magyarhoni Földtani Társulat",1
"Malacological Society of London",1
"Malaysian Online Journal of Educational Technology",1
"Managed Care &amp; Healthcare Communications",1
"Management Information Systems Research Center",1
"Marine Biological Laboratory",1
"Marine Technology Society",1
"Marques Aviation Press",1
"Maryland Institute of Research, Center for Socio-Economic Research",1
"Maryland Psychiatric Research Center",1
"Massachusetts Medical Society",1
"Masyarakat Linguistik Indonesia",1
"Matematika Intézet",1
"Mathematica Scandinavica",1
"Mathematical Institute",1
"Mathematics Education Research Group of Australasia",1
"Maths, Stats and OR Network (Mathstore)",1
"MayDay Group",1
"Malopolska School of Public Administration, University of Economics in Krakow",1
"McKenzie Institute USA",1
"McMaster University",1
"Mechanical Engineering Department",1
"Medfarma - Edições Médicas",1
"Media- ja viestintätieteellinen seura",1
"MediaSphere Medical",1
"Mediamusic",1
"Medical Branch at Galveston, Institute for the Medical Humanities",1
"Medical Center at Dallas",1
"Medical University of Plovdiv",1
"Medicinal and Aromatic Plants Association of India (MAPAI)",1
"Mendel University",1
"Mendelian Society of Lund",1
"Merlien",1
"Meteorological Society of Japan",1
"Michigan Law Review",1
"Michigan Library Association",1
"Michigan State University Press",1
"Middle East Institute",1
"Midwest Public Affairs Conference",1
"Mimesis Edizioni",1
"Mind Association",1
"Mineralogical Association of Canada",1
"Minerva",1
"Minority Trial Lawyer Committee",1
"Miranda",1
"Mittelalter. Interdisziplinäre Forschung und Rezeptionsgeschichte",1
"Moise A Khayrallah Center for Lebanese Diaspora Studies",1
"Montclair State University",1
"Monte L Bean Life Science Museau",1
"Montenegrin Sports Academy",1
"Moscow Mathematical Society",1
"Moskovskii Institut Energobezopasnosti i Energosberezheniya",1
"Multilingual Matters &amp; Channel View Publications",1
"Município de Aljustrel",1
"Museo Nacional de Ciencias Naturales",1
"Museu Nacional de Arqueologia",1
"Museu Nacional de História Natural e da Ciência",1
"Museum d'Histoire Naturelle de la Ville de Geneve",1
"Mustafa Kemal Üniversitesi",1
"MyJove Corporation",1
"Mycological Society of China",1
"Mycotaxon",1
"Mythopoeic Society",1
"Muszaki Kar",1
"NACE International",1
"NIFU (Nordisk institutt for studier av innovasjon, forskning og utdanning)",1
"NKP Salve Institute of Medical Science and Research Center",1
"NOROSH",1
"NYS TESOL (New York State Teachers of English to Speakers of Other Languages)",1
"Nanotechnology Council",1
"Narr Francke Attempto Verlag",1
"National Academy of Sciences",1
"National Academy of Sciences of Belarus",1
"National Association for Media Literacy Education",1
"National Association for Sport and Physical Education",1
"National Association of Educators in Practice",1
"National Association of Psychiatric Intensive Care and Low Secure Units (napicu)",1
"National Athletic Trainers' Associaton",1
"National Cancer Institute",1
"National Cave Research and Protection Organization",1
"National Center for the Study of Collective Bargaining in Higher Education and the Professions",1
"National Conference of Bankruptcy Judges",1
"National Economic Association",1
"National Institute for Aerospace Research ?Elie Carafoli?  (INCAS)",1
"National Institute for Materials Science (NIMS)",1
"National Institute of Environmental Health Sciences (NIEHS)",1
"National Marine Fisheries Service",1
"National Numeracy Network (NNN)",1
"National Research Nuclear University MEPhi",1
"National Shellfisheries Association",1
"National Survey Research Center",1
"National University of Science and Technology MISiS",1
"National University of Singapore",1
"National Youth Agency",1
"Nederlandisztika Tanszék",1
"Network for the Veterinarians of Bangladesh",1
"Neurama",1
"New Law Journal",1
"New Left Review",1
"New Millennium Discoveries",1
"New Proposals Publishing Society",1
"New York Academy of Sciences",1
"New York State Society of Certified Public Accountants",1
"New Zealand Ecological Society",1
"New Zealand Institute of Forestry",1
"New Zealand Manipulative Physiotherapy Association",1
"New Zealand Medical Association",1
"New Zealand Society of Animal Production",1
"Newcomen Society",1
"Newfound Press",1
"Nicolaus Copernicus Public Provincial Library in Torun",1
"Nihon Genshiryoku Gakkai",1
"Nineteenth-Century Art Worldwide",1
"Nordic Council for Wildlife Research",1
"Nordic Ecological Society",1
"Nordicom",1
"Nordisk Organ for Reindriftsforskning (NOR)",1
"Norges optikerforbund",1
"Norsk Arkeologisk Selskap",1
"Norsk Botanisk Forening (Norwegian Botanical Society)",1
"Norsk Forening for Automatisering (Norwegian Society of Automatic Control)",1
"Norsk Geologisk Forening",1
"Norsk Logopedlag (NLL)",1
"Norsk Ornitologisk Forening",1
"Norsk Polarinstitutt",1
"Norsk Psykologforening (Norwegian Psychological Association)",1
"Norsk Sykepleierforbund",1
"Norsk arbeidsrettslig forening (Norwegian Society for Labour Law)",1
"Norske Legeforening (Norwegian Medical Association)",1
"Norske medicinske Selskab (Norwegian Medical Society)",1
"North West Counties Physical Education Association",1
"Norwegian Cardiothoracic Surgery Society",1
"Norwegian Psychiatric Association",1
"Norwegian Society for Psychological Science",1
"Norwegian Society of Medical Radiology",1
"Norwegian Urological Society",1
"Notyreg Hispania",1
"Nucleo de Historia Social Popular",1
"Nursing Department",1
"Národohospodárský ústav",1
"Núcleo de Estudos e Pesquisas Indiciárias vinculada",1
"Núcleo de Pesquisa e Extensão Observatório de Pesquisas Aplicadas ao Jornalismo e ao Ensino",1
"OAR Plaform",1
"OVS LLC",1
"Oceanography Society",1
"Oceanraise",1
"Odes?kyi Politechnichnyi Universytet",1
