"publisher","journals","reviews"
"Rural Sociological Society (RSS)",1,"28"
"SCIENCELINE",1,"28"
"Udruga Matematicara Osijek",1,"28"
"University of Suceava",1,"28"
"Association for Persons with Severe Handicaps",1,"27"
"Association of Clinical Scientists",1,"27"
"Assoc. of North America Higher Education International",1,"27"
"British Trust for Ornithology",1,"27"
"CABI Publishing",1,"27"
"Canadian Field-Naturalists' Club",1,"27"
"Canadian Institute of Geomatics",1,"27"
"Canadian Meteorologcial and Oceanographic Society",1,"27"
"Colegio de Postgraduados",1,"27"
"Czech Botanical Society",1,"27"
"Escola de Administração, Universidade Federal da Bahia",1,"27"
"Institute of Medicinal Plants",1,"27"
"Instituto Espanol de Entomologia del Consejo Superior de Investigaciones Cientificas",1,"27"
"Internet Medical Publishing",1,"27"
"ISHIB - International Society on Hypertension in Blacks",1,"27"
"Korean Physiological Soc. and Korean Soc. of Pharmacology",1,"27"
"Mathematical Society of the Rep. of China",1,"27"
"OceanSide Publications Inc.",1,"27"
"Polish Maintanace Society",1,"27"
"Sociedad de Biologia de Chile",1,"27"
"Society of Clinical Psychology (APA Division 12)",1,"27"
"Sociological Research Online",1,"27"
"Turkish Chamber of Civil Engineers",1,"27"
"ACAD Organisation",1,"26"
"Advanced Medical and Dental Institute",1,"26"
"American Association for Marriage and Family Therapy",1,"26"
"Asociacion Argentina de Ecologia",1,"26"
"Association of Chemical Engineers of Serbia",1,"26"
"Australian Society of Anaesthetists",1,"26"
"Brazilian Microelectronics Society",1,"26"
"Canadian Agricultural Economics Society/la Societe canadienne d'agroeconomie",1,"26"
"Deccan College of Medical Sciences",1,"26"
"Donna Kessel",1,"26"
"Ecole des Hautes Etudes Commerciales",1,"26"
"Editorial de la Universidad Complutense",1,"26"
"Embrapa",1,"26"
"Emergency Management Australia",1,"26"
"Faculty of Psychology, Lomonosov Moscow State University",1,"26"
"Fundacao Zoobotanica do Rio Grande do Sul",1,"26"
"Hokkaido University",1,"26"
"Indian Association for Angiosperm Taxonomy",1,"26"
"Insteg Scientific Publications",1,"26"
"Institute of Chemistry and Chemical Technology, Mongolian Academy of Sciences",1,"26"
"International Society for Knowledge Organization",1,"26"
"Kuwait Medical Association",1,"26"
"National Council for Family Relations",1,"26"
"National Institute of Clean-and-Low-Carbon Energy",1,"26"
"Network of Peace and Conflict Studies",1,"26"
"Occupational Health and Safety Society of Nepal",1,"26"
"Polish Society Magnesium Research",1,"26"
"Rubber Division of the American Chemical Society",1,"26"
"Shanghai Typhoon Institute of China Meteorological Admin",1,"26"
"Sociedade Portuguesa de Pneumologia",1,"26"
"Sociedad Matematica Mexicana",1,"26"
"Sociedad Medica de Santiago",1,"26"
"Soil Science Society of Poland",1,"26"
"The Korean Society of Rheology",1,"26"
"TIBTD",1,"26"
"UIKTEN - Association for Information Communication Technology Education and Science",1,"26"
"Universidade Federal de Uberlândia",1,"26"
"Zadig s.r.l",1,"26"
"ABES - Associacao Brasileira de Engenharia Sanitaria e Ambiental",1,"25"
"Alan Guttmacher Institute",1,"25"
"Asociacion Interprofesional para el Desarrollo Agrario",1,"25"
"Associação Brasileira de Antropologia",1,"25"
"Australian Archaeological Association Inc.",1,"25"
"Australian Physiotherapy Association",1,"25"
"Baltic International Centre for Economic Policy Studies",1,"25"
"Bezmialem Vakif University",1,"25"
"British Nutrition Foundation",1,"25"
"Centre for Medical Education (CenMED)",1,"25"
"Corvinus University of Budapest",1,"25"
"Egyptian Society for Biological Control of Pests",1,"25"
"Fundacao O Boticario de Protecao a Naturezas",1,"25"
"Gruppo Entomologico Toscano",1,"25"
"Indian Association for the Advancement of Veterinary Parasitology",1,"25"
"International Association for Computer Information Systems",1,"25"
"International Association for the Study of Popular Music, US Branch",1,"25"
"International Association of Yoga Therapists (IAYT)",1,"25"
"International Journal of Wellbeing",1,"25"
"Kerschensteiner Verlag GmbH",1,"25"
"Marine Technology Society Inc.",1,"25"
"Natural Remedies Private Limited",1,"25"
"New Zealand Plant Protection Society",1,"25"
"Obuda University",1,"25"
"Sociedade Brasileira de Hematologia e Hemoterapia",1,"25"
"Society for Latin American Studies",1,"25"
"Swiss Society for Biomaterials",1,"25"
"The Allergy and Immunology Society of Thailand",1,"25"
"The Asian Association of Teachers of English as a Foreign Language",1,"25"
"The Korean Magnestics Society",1,"25"
"The Technical University of Lodz",1,"25"
"University of Belgrade, Faculty of Biology",1,"25"
"Zambia National Public Health Institute",1,"25"
"American Sciences Press Inc.",1,"24"
"American Society of Extra-Corporeal Technology",1,"24"
"Anthropological Society of Nippon",1,"24"
"Associação Nacional de História",1,"24"
"Atlantis Livros Ltda.",1,"24"
"Australasian Academy of Critical Care Medicine",1,"24"
"Baldy Center for Law & Policy (BCLP)",1,"24"
"CCC Publications, R & D Agora",1,"24"
"Centre de Visio per Computador",1,"24"
"Cortez Editora",1,"24"
"Deutsche Gesellschaft fur Herpetologie und Terrarienkunde",1,"24"
"DPC Nederland",1,"24"
"DPHT Stockholm",1,"24"
"Environmental Research Institute, Chulalongkorn University",1,"24"
"Faculdade de Medicina Veterinaria e Zootecnia, USP",1,"24"
"Federation of Turkish Pathology Societies",1,"24"
"House of the Book of Science",1,"24"
"Institute of Social Sciences Ivo Pilar",1,"24"
"Kyungpook National University",1,"24"
"Peripheral Nerve Society",1,"24"
"Sociedad Chilena de Nutricion, Bromatologia, Toxicologia",1,"24"
"The Canadian Society for Clinical Investigation",1,"24"
"The Immigrant Institute",1,"24"
"Thomas Land Publishers",1,"24"
"Zveze Geodetov Slovenije",1,"24"
"Belgian Mathematical Society",1,"23"
"Centro de Pesquisa de Processamento de Alimentos",1,"23"
"Edizioni Dedalo S R L",1,"23"
"Edizioni Scivac",1,"23"
"Facultad de Formacion del Profesorado, Universidad de Las Palmas de Gran Canaria",1,"23"
"Gazi Eye Foundation",1,"23"
"Hospital Infantil de Mexico Federico Gomez",1,"23"
"Hrvatska Mljekarska Udruga",1,"23"
"Japanese Society of Toxicological Sciences",1,"23"
"Japanese Society of Toxicologic Pathology",1,"23"
"Korean Association for the Study of the Liver",1,"23"
"Korean Society for Molecular and Cellular Biology",1,"23"
"Macedonian Academy of Sciences and Arts",1,"23"
"Microscopy Society of Malaysia",1,"23"
"Migration Letters & The London Publishers",1,"23"
"National Association of Geoscience Teachers Inc.",1,"23"
"National Biological Information Infrastructure",1,"23"
"Nihon Suisan Gakkai",1,"23"
"Oekom Verlag",1,"23"
"Open Society Archives",1,"23"
"Potato Association of America",1,"23"
"Rede de Avaliação Institucional da Educação Superior ",1,"23"
"Scion",1,"23"
"Second Military Medical University Press",1,"23"
"Slovenian Medical Society",1,"23"
"Sociedad Venezolana de Entomologia",1,"23"
"Society for Biomedical Diabetes Research",1,"23"
"Society for Range Management",1,"23"
"Srpsko Lekarsko Drutsvo",1,"23"
"The Association for the Study of Literature and Environment (ASLE)",1,"23"
"Universite de Paris VI (Pierre et Marie Curie)",1,"23"
"Aalborg University Press",1,"22"
"Antiquity Ltd",1,"22"
"Aquatic Plant Management Society, Inc.",1,"22"
"Asociacion Europea de Lenguas para Fines Especificos",1,"22"
"Association of Schools and Programs of Public Health (ASPPH)",1,"22"
"Assoc Nonwoven Fabrics Ind",1,"22"
"Biopress Ltd",1,"22"
"Chinese Institute of Engineers",1,"22"
"Dalat University",1,"22"
"Dept. of Nursing Science, University of Johannesburg",1,"22"
"Ege University Faculty of Fisheries",1,"22"
"European Bank for Reconstruction and Development",1,"22"
"Finnish Environment Institute",1,"22"
"Institute of Immunobiology and Human Genetics",1,"22"
"International Microwave Power Institute",1,"22"
"Japanese Congress of Neurological Surgeons",1,"22"
"Japanese Society of Physical Fitness and Sports Medicine",1,"22"
"Korean Statistical Society",1,"22"
"Polskie Towarzystwo Parazytologiczne",1,"22"
"PrAcademics Press",1,"22"
"Religious History Society",1,"22"
"Sociedade Brasileira de Matemática Aplicada e Computacional",1,"22"
"Sociedad Espanola de Neurocirugia",1,"22"
"Societe Nationale de Protection de la Nature",1,"22"
"Society for Applied Anthropology",1,"22"
"Szczecin University of Technology",1,"22"
"The Silesian University of Technology, Faculty of Transport",1,"22"
"United Kingdom Simulation Society",1,"22"
"United Nations University Press",1,"22"
"Universidad de León",1,"22"
"Wilfrid Laurier University Press",1,"22"
"American Society of Naval Engineers",1,"21"
"Asian Institute of Technology (GREATER MEKONG SUBREGION ACADEMIC AND RESEARCH NETWORK)",1,"21"
"Associação Brasileira de Horticultura",1,"21"
"Azerbaijan National Academy of Sciences",1,"21"
"Bardi Editore",1,"21"
"Building and Housing Research Center (BHRC)",1,"21"
"CINTER",1,"21"
"Consultants Bureau",1,"21"
"Ekip Buro Makineleri A.S.",1,"21"
"ESS Research",1,"21"
"European Association of Science Editors",1,"21"
"European Polymer Federation",1,"21"
"Facultad de Filosofia y Letras - Universidad de Zaragoza",1,"21"
"Federacion Espanola de Sociologia",1,"21"
"Finnish Institute of Occupational Health",1,"21"
"Human Sciences Press",1,"21"
"Institute of Oncology Sremska Kamenica",1,"21"
"International Personnel Management Association",1,"21"
"Iranian Mycological Society",1,"21"
"Jonkoping Internationa Business School, Jonkoping University",1,"21"
"Kalasalingam University",1,"21"
"Korean Institute of Oriental Medicine",1,"21"
"Lithuanian Institute of Agriculture",1,"21"
"Mahidol University (Faculty of Pharmacy)",1,"21"
"Miskolc University Press",1,"21"
"National Recreation and Park Association",1,"21"
"NCSL International",1,"21"
"Oceanography Society",1,"21"
"Royal College of Physicians and Surgeons of Glasgow",1,"21"
"Royal College of Physicians of Edinburgh",1,"21"
"SETA",1,"21"
"Sociedad Interamericana de Psicologia",1,"21"
"Societe Royale Zoologique de Belgique",1,"21"
"Society of Medical Informatics of Bosnia and Herzegovina",1,"21"
"SRAC - Societatea Romana Pentru Asigurarea Calitatii",1,"21"
"The Korean Institute of Electrical and Electronic Material Engineers",1,"21"
"The Physiological Society of Japan",1,"21"
"Universidad de Salamanca, Facultad de EducaciOn",1,"21"
"University of Ljubljana - Veterinary Faculty",1,"21"
"American Association for the Advancement of Slavic Studies",1,"20"
"American Society of Consultant Pharmacists",1,"20"
"Association for Dental Sciences of the Republic of China",1,"20"
"Association of Thoracic and Cardiovascular Surgeons of India",1,"20"
"Center for Scientific Documentation and Information – Indonesian Institute of Science (PDII-LIPI)",1,"20"
"China National Pulp & Paper Research Institute",1,"20"
"Colombian Polytechnic Jaime Isaza Cadavid",1,"20"
"Council for Exceptional Children, Council for Educational Diagnostic Services",1,"20"
"Departmen Teknik Sistem Komputer, Fakultas Teknik Universitas Diponegoro",1,"20"
"JACSOnline Group Publisher",1,"20"
"Kathmandu University",1,"20"
"Korean Association for Public Administration",1,"20"
"Kossuth Lajos Tudomanyegyetem",1,"20"
"Malaysian Agricultural Research and Development Institute (MARDI)",1,"20"
"Nurses and Midwives Association of Slovenia",1,"20"
"Philosophy of Education Society of Great Britain",1,"20"
"Rehabilitation Research and Development Service",1,"20"
"Systems Research Institute",1,"20"
"Technical University of Liberec",1,"20"
"Texas Heart Institute",1,"20"
"The MRE Foundation",1,"20"
"Times Media Pte Ltd (Education Division)",1,"20"
"Uluslararasi Iliskiler Dergisi",1,"20"
"Universidade Estadual da Região Tocantina do Maranhão",1,"20"
"University of Allahabad",1,"20"
"University of Missouri",1,"20"
"University of Queensland Press",1,"20"
"University of Veterinary and Pharmaceutical Sciences",1,"20"
"Zalozba Z R C",1,"20"
"American Malacological Society",1,"19"
"Applied and Natural Science Foundation",1,"19"
"Australian Society for Educational Technology",1,"19"
"Centraalbureau voor Schimmelculturen",1,"19"
"Chevron Publishing Corporation",1,"19"
"Communications in Information Literacy",1,"19"
"Czech National Institute of Public Health",1,"19"
"Danish Psychological Publishers",1,"19"
"Decker Publishing",1,"19"
"Ecopetrol S.A.",1,"19"
"Fundacao APINCO de Ciencia e Tecnologia Avicolas",1,"19"
"Grupo de Estudos de Literatura Brasileira Contemporânea, Programa de Pós-Graduação em Literatura, Universidade de Brasília ",1,"19"
"Herpetological Society of Japan",1,"19"
"Indian Ceramic Society",1,"19"
"International Congress of Chemistry and Environment",1,"19"
"International Nursing School",1,"19"
"Japan Diabetes Society",1,"19"
"JTE Multimedia",1,"19"
"Julius Kuehn Institute",1,"19"
"King Mongkut's Institute of Technology Ladkrabang",1,"19"
"Laureate International Universities",1,"19"
"Marine Biological Laboratory",1,"19"
"Marine Ornithology",1,"19"
"Matthew Elbeck",1,"19"
"methaodos.org",1,"19"
"Museu de Ciencies Naturals de Barcelona",1,"19"
"PAREOnline",1,"19"
"Physician Assistant Education Association",1,"19"
"PODIUM Sport, Leisure and Tourism Review",1,"19"
"Polymer Society of Korea",1,"19"
"Shanti Braj Educational and Welfare Society",1,"19"
"Slovak Academy of Sciences - Inst of Philosophy",1,"19"
"Social Demography Press",1,"19"
"Sociedade Brasileira de Ortopedia e Traumatologia",1,"19"
"Sociedade Brasileira para o Desenvolvimento de Pesquisa em Cirurgia",1,"19"
"Sociedad Mexicana de Fitogenetica",1,"19"
"The Bonch-Bruevich Saint-Petersburg State University of Telecommunications",1,"19"
"Tokai University",1,"19"
"Verlag B.o.s.s Druck und Medien GmbH",1,"19"
"Vienna University of Technology",1,"19"
"VUZF University",1,"19"
"Western Australian Institute for Educational Research Inc.",1,"19"
"American Geographical Society (AGS)",1,"18"
"American Mosquito Control Association",1,"18"
"American Society of Andrology Inc.",1,"18"
"American Society of Transportation and Logistics, Inc.",1,"18"
"ASOC ESPANOLA LIGUISTICA APLICADA",1,"18"
"Asociacion Espanola de Inteligencia Artificial",1,"18"
"Association of Agricultural Technology in Southeast Asia (AATSEA)",1,"18"
"California State University, Chico",1,"18"
"Center for Southeast Asian Studies, Kyoto University",1,"18"
"Central Missouri State University",1,"18"
"Eastern Finance Association",1,"18"
"Editorial Board of Jilin University",1,"18"
"Entomological Society of Iran",1,"18"
"European Society for the Cognitive Sciences of Music",1,"18"
"Institute of Architecture and Urban & Spatial Planning of Serbia (IAUS)",1,"18"
"Institute of Plant Protection",1,"18"
"Instituto Mexicano de Psiquiatria",1,"18"
"International Association for Statistical Education (IASE)",1,"18"
"Ivy League Publishing",1,"18"
"Keio University School of Medicine",1,"18"
"Master Publishing Group",1,"18"
"New Zealand Council for Educational Research Press",1,"18"
"PharmaInfo Publications",1,"18"
"Regional Institute of Medical Sciences",1,"18"
"Royal Army Medical Corps",1,"18"
"Science and Technology Letters",1,"18"
"Scuola Normale Superiore",1,"18"
"Sociedade Brasileira de Paleontologia",1,"18"
"Sociedad Mexicana de Oftalmologia S.C.",1,"18"
"Spanish Association of Anglo-American Studies",1,"18"
"Texas State University - San Marcos",1,"18"
"The College of Paramedics",1,"18"
"Thomas Daniel Wilson",1,"18"
"Universita degli Studi di Milano",1,"18"
"University of Defence",1,"18"
"University of Medicine",1,"18"
"Yale University",1,"18"
"Academia Mexicana de Neurologia",1,"17"
"Agricultural Research Council",1,"17"
"American Bryological and Lichenological Society Inc.",1,"17"
"American Society of Mammalogists",1,"17"
"Australian Nursing Federation",1,"17"
"Biolinguistics",1,"17"
"Brazilian Society of Information Design (SBDI)",1,"17"
